created_at,entry_id,field1,field2
2020-11-19 12:47:52 CAT,359,32.6,"31.00

"
2020-11-19 12:48:07 CAT,360,32.6,"31.00

"
2020-11-19 12:48:22 CAT,361,32.6,"31.00

"
2020-11-19 12:48:39 CAT,362,32.6,"31.00

"
2020-11-19 12:49:09 CAT,363,32.6,"31.00

"
2020-11-19 12:49:24 CAT,364,32.6,"31.00

"
2020-11-19 12:49:39 CAT,365,32.6,"30.00

"
2020-11-19 12:49:54 CAT,366,32.6,"30.00

"
2020-11-19 12:50:39 CAT,367,32.6,"31.00

"
2020-11-19 12:50:55 CAT,368,32.6,"31.00

"
2020-11-19 12:51:10 CAT,369,32.6,"31.00

"
2020-11-19 12:51:29 CAT,370,32.6,"31.00

"
2020-11-19 12:51:59 CAT,371,32.6,"31.00

"
2020-11-19 12:52:14 CAT,372,32.6,"31.00

"
2020-11-19 12:52:31 CAT,373,32.6,"31.00

"
2020-11-19 12:53:36 CAT,374,32.6,"31.00

"
2020-11-19 12:54:12 CAT,375,32.6,"31.00

"
2020-11-19 12:54:42 CAT,376,33,"31.00

"
2020-11-19 12:54:57 CAT,377,32.6,"31.00

"
2020-11-19 12:55:14 CAT,378,33,"31.00

"
2020-11-19 12:55:43 CAT,379,33,"30.00

"
2020-11-19 12:56:13 CAT,380,32.6,"31.00

"
2020-11-19 12:56:28 CAT,381,33,"31.00

"
2020-11-19 12:56:59 CAT,382,33,"31.00

"
2020-11-19 12:57:14 CAT,383,33,"31.00

"
2020-11-19 12:57:29 CAT,384,32.6,"31.00

"
2020-11-19 12:57:44 CAT,385,32.6,"31.00

"
2020-11-19 12:57:59 CAT,386,32.6,"30.00

"
2020-11-19 12:58:15 CAT,387,32.6,"30.00

"
2020-11-19 12:58:30 CAT,388,33,"30.00

"
2020-11-19 12:58:45 CAT,389,32.6,"30.00

"
2020-11-19 12:59:01 CAT,390,32.6,"31.00

"
2020-11-19 12:59:16 CAT,391,32.6,"31.00

"
2020-11-19 12:59:31 CAT,392,32.6,"31.00

"
2020-11-19 12:59:46 CAT,393,32.6,"31.00

"
2020-11-19 13:00:01 CAT,394,32.6,"31.00

"
2020-11-19 13:00:17 CAT,395,32.6,"31.00

"
2020-11-19 13:00:32 CAT,396,32.6,"31.00

"
2020-11-19 13:00:47 CAT,397,32.6,"31.00

"
2020-11-19 13:01:02 CAT,398,32.6,"31.00

"
2020-11-19 13:01:18 CAT,399,32.6,"32.00

"
2020-11-19 13:01:34 CAT,400,32.6,"33.00

"
2020-11-19 13:02:03 CAT,401,32.6,"32.00

"
2020-11-19 13:02:37 CAT,402,32.6,"34.00

"
2020-11-19 13:02:53 CAT,403,32.6,"33.00

"
